tag,band,song,detected_lang,lang_prob,n_segments,n_chars,avg_logprob_mean
raise_a_suilen__560,raise_a_suilen,Just Awake (Cover),ja,0.88818359375,6,72,-0.2219606148053522
raise_a_suilen__561,raise_a_suilen,Keep the Heat and Fire Yourself Up (Cover),en,0.33349609375,29,797,-0.4420204919714402
raise_a_suilen__562,raise_a_suilen,ボッカデラベリタ (Cover),ja,0.94921875,25,469,-0.2851756188180625
raise_a_suilen__563,raise_a_suilen,VORACITY (Cover),ja,0.76708984375,15,193,-0.4755753406374031
raise_a_suilen__564,raise_a_suilen,神っぽいな (Cover),ja,0.96533203125,38,966,-0.2839530484341207
raise_a_suilen__565,raise_a_suilen,狂乱 Hey Kids!! (Cover),ja,0.72509765625,33,473,-0.2713856701270026
raise_a_suilen__566,raise_a_suilen,SAVIOR OF SONG (Cover),ja,0.92919921875,40,666,-0.3069468792648227
raise_a_suilen__567,raise_a_suilen,恋しさとせつなさと心強さと (Cover),ja,0.83935546875,32,316,-0.2835876089694069
raise_a_suilen__568,raise_a_suilen,DEPARTURES (Cover),ja,0.9775390625,35,756,-0.2584477032816939
raise_a_suilen__569,raise_a_suilen,CORE PRIDE (Cover),ja,0.88916015625,52,693,-0.3477605873112788
roselia__570,roselia,Neo-Aspect,ja,0.99267578125,48,800,-0.2950459368602177
roselia__571,roselia,BLACK SHOUT,ja,0.916015625,25,368,-0.2506459528744661
roselia__572,roselia,Opera of the wasteland,ja,0.947265625,23,270,-0.2888844943369488
roselia__573,roselia,陽だまりロードナイト,ja,0.982421875,32,375,-0.20695855221351986
roselia__574,roselia,ONENESS,ja,0.82861328125,37,525,-0.2593430582820131
roselia__575,roselia,Re:birth day,ja,0.9892578125,40,507,-0.27599714303646794
roselia__576,roselia,Legendary,ja,0.9736328125,31,322,-0.25927154211309766
roselia__577,roselia,- HEROIC ADVENT -,ja,0.9580078125,40,465,-0.2714618169873478
roselia__578,roselia,Determination Symphony,ja,0.97900390625,36,465,-0.28685865850453973
roselia__579,roselia,熱色スターマイン,ja,0.89013671875,49,601,-0.3079152571794463
roselia__580,roselia,軌跡,ja,0.990234375,33,358,-0.2535238903629238
roselia__581,roselia,LOUDER,ja,0.98193359375,33,612,-0.2419526049153835
roselia__582,roselia,R,ja,0.96142578125,76,763,-0.28494549689005394
roselia__583,roselia,BRAVE JEWEL,ja,0.9755859375,40,563,-0.19510733098860403
roselia__584,roselia,FIRE BIRD,ja,0.71728515625,36,337,-0.46280390493758755
roselia__585,roselia,Safe and Sound,ja,0.953125,31,384,-0.1960052932418821
roselia__586,roselia,Avant-garde HISTORY,ja,0.84619140625,38,450,-0.2552087697368348
roselia__587,roselia,Break your desire,ja,0.9755859375,40,355,-0.2611978990480433
roselia__589,roselia,約束,ja,0.9892578125,36,531,-0.24140799469632704
roselia__590,roselia,"""UNIONS"" Road",ja,0.99169921875,25,353,-0.20385608955964624
roselia__591,roselia,Song I am.,ja,0.92041015625,26,403,-0.2615547554241877
roselia__592,roselia,Sage der Rosen,ja,0.99169921875,40,452,-0.25233663568824605
roselia__593,roselia,覚悟のLiberation,ja,0.9697265625,53,593,-0.25517046947031324
roselia__594,roselia,Keep Heart,ja,0.9892578125,31,375,-0.2760339627792415
roselia__595,roselia,Original Call,ja,0.98828125,32,308,-0.33100087573329373
roselia__596,roselia,Always recall.,ja,0.9580078125,48,777,-0.1763246273196607
roselia__597,roselia,Floral Haven,ja,0.92578125,35,367,-0.33059093351110613
roselia__598,roselia,Sprechchor,ja,0.98193359375,26,354,-0.2303027853031818
roselia__599,roselia,閃光,ja,0.98876953125,45,636,-0.22789212301286746
roselia__600,roselia,THE HISTORIC...,ja,0.96533203125,47,762,-0.3093965655607386
roselia__601,roselia,ROZEN HORIZON,ja,0.86083984375,49,596,-0.30022924393767625
roselia__602,roselia,廻廻奇譚,ja,0.97900390625,51,722,-0.27497787290782644
roselia__603,roselia,鳥の詩,ja,0.9677734375,32,477,-0.18617202119543966
roselia__604,roselia,Synchrogazer,ja,0.96728515625,46,527,-0.27463213520597823
roselia__605,roselia,名前のない怪物,ja,0.97802734375,39,425,-0.2597961533029428
roselia__606,roselia,Dazzle the Destiny,ja,0.90185546875,35,525,-0.3374107394779537
roselia__607,roselia,Grateful Melting,ja,0.9912109375,31,401,-0.2212244922650822
roselia__608,roselia,Second to None,ja,0.99365234375,32,380,-0.3098069501351499
roselia__609,roselia,Steadfast Spirits,ja,0.94775390625,24,430,-0.25781003893038307
roselia__610,roselia,紫炎,ja,0.984375,35,364,-0.282031771380196
roselia__611,roselia,XV,ja,0.97314453125,32,460,-0.2138130300920495
roselia__612,roselia,Blessing Chord,ja,0.9765625,66,643,-0.2519881921490285
roselia__613,roselia,Fear Nothing,ja,0.87744140625,21,349,-0.24923295448225014
roselia__614,roselia,PASSIONATE ANTHEM,ja,0.97509765625,42,676,-0.22335081857553524
roselia__615,roselia,Requiem for Fate,ja,0.8662109375,52,517,-0.25851074750531766
roselia__616,roselia,Sanctuary,ja,0.99560546875,29,331,-0.28349175216260697
roselia__617,roselia,Sunlit Musical,ja,0.9912109375,36,514,-0.19832588949643315
roselia__618,roselia,Talk to My Tone,ja,0.98974609375,31,383,-0.29669833763599246
roselia__619,roselia,一逢のFull Glory,ja,0.96044921875,30,395,-0.21526089082869376
roselia__620,roselia,礎の花冠,ja,0.98583984375,32,470,-0.22885240529348244
roselia__621,roselia,FRONTIER FANTASIA,ja,0.98876953125,33,480,-0.20578825941368348
roselia__622,roselia,Dear Gleam,ja,0.9658203125,17,323,-0.23096113938096588
roselia__623,roselia,Call the shots,ja,0.98583984375,51,505,-0.28809763970935065
roselia__624,roselia,THRONE OF ROSE,ja,0.91650390625,37,472,-0.23377325742215074
roselia__625,roselia,VIOLET LINE,ja,0.95361328125,48,512,-0.24444685541923583
roselia__626,roselia,Ringing Bloom,ja,0.9814453125,32,424,-0.26881667708658685
roselia__627,roselia,ZEAL of proud,ja,0.9921875,52,702,-0.22395649164773926
roselia__628,roselia,Singing “OURS”,ja,0.98583984375,41,502,-0.21970678479167738
roselia__629,roselia,競宴Red×Violet,ja,0.88671875,41,646,-0.23707321244893156
roselia__630,roselia,overtuRe,ja,0.98681640625,36,459,-0.21521619407385298
roselia__631,roselia,Proud of oneself,ja,0.95947265625,31,433,-0.2862701092338911
roselia__632,roselia,Sing Alive,ja,0.99658203125,37,491,-0.19451232005139898
roselia__633,roselia,Swear ～Night & Day～,ja,0.87060546875,24,218,-0.3756529281109426
roselia__634,roselia,Reweave (Cover),ja,0.99072265625,43,652,-0.20909672024469597
roselia__635,roselia,ヒバナ -Reloaded- (Cover),ja,0.9453125,43,747,-0.25541226448284593
roselia__636,roselia,ファタール (Cover),ja,0.9775390625,51,890,-0.23062559285358206
roselia__637,roselia,HONEY (Cover),ja,0.98583984375,23,714,-0.2647333798347773
roselia__638,roselia,悪魔の子 (Cover),ja,0.96826171875,38,409,-0.24803953445035537
roselia__639,roselia,slash (Cover),ja,0.9931640625,47,576,-0.2357412587701083
roselia__640,roselia,右肩の蝶 (Cover),ja,0.96728515625,32,511,-0.21919997021159382
roselia__641,roselia,乙女解剖 (Cover),ja,0.9892578125,34,579,-0.19618465865010254
roselia__642,roselia,六兆年と一夜物語 (Cover),ja,0.994140625,34,633,-0.1636300994708121
roselia__643,roselia,残酷な天使のテーゼ (Cover),ja,0.94580078125,26,462,-0.1667861092152853
roselia__644,roselia,海色 (Cover),ja,0.89453125,29,426,-0.36822735753606034
roselia__645,roselia,ETERNAL BLAZE (Cover),ja,0.9443359375,32,522,-0.1740364372808446
roselia__646,roselia,魂のルフラン (Cover),ja,0.8486328125,28,324,-0.24889836066626017
roselia__647,roselia,This game (Cover),ja,0.990234375,44,562,-0.24615406290873124
roselia__648,roselia,スカイクラッドの観測者 (Cover),ja,0.990234375,39,449,-0.21453252402038742
roselia__649,roselia,シャルル (Cover),ja,0.9951171875,27,427,-0.19562430069869213
roselia__650,roselia,新時代 (Cover),ja,0.9677734375,33,559,-0.2109002831311539
roselia__651,roselia,革命デュアリズム (Cover),ja,0.9404296875,49,582,-0.2969506971675759
roselia__652,roselia,Red fraction (Cover),en,0.4609375,41,1123,-0.47902085409600614
roselia__653,roselia,深愛 (Cover),ja,0.99560546875,30,444,-0.21285896352614947
roselia__654,roselia,Paradisus‐Paradoxum (Cover),ja,0.8310546875,28,563,-0.30365732285910935
roselia__655,roselia,Realize (Cover),ja,0.9267578125,41,428,-0.2391387591190868
roselia__656,roselia,Preserved Roses (Cover),ja,0.98779296875,41,490,-0.20386571733860584
roselia__657,roselia,My Dearest (Cover),ja,0.9638671875,32,553,-0.23838417934834152
roselia__658,roselia,Shangri-La (Cover),ja,0.7861328125,14,446,-0.250728755976774
roselia__659,roselia,KING (Cover),ja,0.97314453125,17,462,-0.2650142148718748
mygo__660,mygo,素寄曲,ja,0.97607421875,22,289,-0.30892392045606487
mygo__661,mygo,羅永線,ja,0.984375,29,617,-0.24603945014581394
mygo__662,mygo,騒混出,ja,0.9892578125,42,590,-0.35182587546637967
