tag,band,song,url
roselia__608,roselia,Second to None,https://youtu.be/qqEMtc1NtGk
roselia__609,roselia,Steadfast Spirits,https://youtu.be/ppeswfW0mg4
roselia__610,roselia,紫炎,https://youtu.be/0BsIKL3t76M
roselia__611,roselia,XV,https://youtu.be/P9PXzNniuaY
roselia__612,roselia,Blessing Chord,https://youtu.be/qKYf5ozmgsE
roselia__613,roselia,Fear Nothing,https://youtu.be/WhEs2KF4zNo
roselia__614,roselia,PASSIONATE ANTHEM,https://youtu.be/68Gwwqp1DK4
roselia__615,roselia,Requiem for Fate,https://youtu.be/eoq81V4BpHQ
roselia__616,roselia,Sanctuary,https://youtu.be/LAPLzxHzaHY
roselia__617,roselia,Sunlit Musical,https://youtu.be/BtG1mA_1e0s
roselia__618,roselia,Talk to My Tone,https://youtu.be/ZtHU3JLdNoU
roselia__619,roselia,一逢のFull Glory,https://youtu.be/uXgEOq0544w
roselia__620,roselia,礎の花冠,https://youtu.be/GyZ4UFCbWZo
roselia__621,roselia,FRONTIER FANTASIA,https://youtu.be/XuxC9WuFZcw
roselia__622,roselia,Dear Gleam,https://youtu.be/ihQB9wYq89g
roselia__623,roselia,Call the shots,https://youtu.be/VBn-ME6-jGs
roselia__624,roselia,THRONE OF ROSE,https://youtu.be/H_ngLOaoMvs
roselia__625,roselia,VIOLET LINE,https://youtu.be/-yVtSiKoc1c
roselia__626,roselia,Ringing Bloom,https://youtu.be/h4cEEXCPO8M
roselia__627,roselia,ZEAL of proud,https://youtu.be/LKvJhHQN4Y8
roselia__628,roselia,Singing “OURS”,https://youtu.be/rGkei9v-jz4
roselia__629,roselia,競宴Red×Violet,https://youtu.be/fAYoLTda5Uo
roselia__630,roselia,overtuRe,https://youtu.be/ZbI7Cfdo4ZM
roselia__631,roselia,Proud of oneself,https://youtu.be/QJ5DMiLGliA
roselia__632,roselia,Sing Alive,https://youtu.be/2zRyFvvZa-g
roselia__633,roselia,Swear ～Night & Day～,https://youtu.be/q9g4jk1-XCs
roselia__634,roselia,Reweave (Cover),https://youtu.be/NOIUNyfVnbI
roselia__635,roselia,ヒバナ -Reloaded- (Cover),https://youtu.be/_8_h1aTcH-c
roselia__636,roselia,ファタール (Cover),https://youtu.be/B8Twg8j4a1A
roselia__637,roselia,HONEY (Cover),https://youtu.be/frI2-4pnOrw
roselia__638,roselia,悪魔の子 (Cover),https://youtu.be/kHdgtPHuya8
roselia__639,roselia,slash (Cover),https://youtu.be/gtVeDq1y0R4
roselia__640,roselia,右肩の蝶 (Cover),https://youtu.be/XfrqZWj8jD0
roselia__641,roselia,乙女解剖 (Cover),https://youtu.be/c6pS6PEjk4c
roselia__642,roselia,六兆年と一夜物語 (Cover),https://youtu.be/xnlJkmRhi3Q
roselia__643,roselia,残酷な天使のテーゼ (Cover),https://youtu.be/wiuhDFE6h0Y
roselia__644,roselia,海色 (Cover),https://youtu.be/ohmlUNGuGP0
roselia__645,roselia,ETERNAL BLAZE (Cover),https://youtu.be/mfYOideAJ30
roselia__646,roselia,魂のルフラン (Cover),https://youtu.be/f1nfxEw-A24
roselia__647,roselia,This game (Cover),https://youtu.be/6zCxyy2HERM
roselia__648,roselia,スカイクラッドの観測者 (Cover),https://youtu.be/jFaVomJ6IRk
roselia__649,roselia,シャルル (Cover),https://youtu.be/cn4pKTcLNwQ
roselia__650,roselia,新時代 (Cover),https://youtu.be/TLnpE1QLVBs
roselia__651,roselia,革命デュアリズム (Cover),https://youtu.be/RKJtSnR-7cY
roselia__652,roselia,Red fraction (Cover),https://youtu.be/SF1JjeTPbU4
roselia__653,roselia,深愛 (Cover),https://youtu.be/MOVw2hYsZcg
roselia__654,roselia,Paradisus‐Paradoxum (Cover),https://youtu.be/A12CMqrBFSw
roselia__655,roselia,Realize (Cover),https://youtu.be/bfWK5imos6A
roselia__656,roselia,Preserved Roses (Cover),https://youtu.be/rB5eL98q6f8
roselia__657,roselia,My Dearest (Cover),https://youtu.be/PeeD7-Mek8k
roselia__658,roselia,Shangri-La (Cover),https://youtu.be/vpj8rTjY_dw
roselia__659,roselia,KING (Cover),https://youtu.be/mR86Quw762c
mygo__660,mygo,素寄曲,https://youtu.be/uZSAArx6jKM
mygo__661,mygo,羅永線,https://youtu.be/fwTsHwFzOlg
mygo__662,mygo,騒混出,https://youtu.be/GzbCOAHhwzM
