idx,band,song,duration_sec,bpm_autocorr,extract_sec,error,bpm_madmom,beat_count,beat_interval_median_sec,halftime_flag
610,roselia,紫炎,221.14,,17.23,,187.500000000004,701,0.32,False
611,roselia,XV,234.79,,18.87,,193.54838709677279,756,0.31,False
612,roselia,Blessing Chord,276.78,,20.8,,153.8461538461536,701,0.39,False
613,roselia,Fear Nothing,228.72,,18.43,,115.38461538461627,509,0.52,True
614,roselia,PASSIONATE ANTHEM,242.68,,18.11,,193.54838709677279,789,0.31,False
615,roselia,Requiem for Fate,238.01,,18.27,,153.8461538461536,607,0.39,False
616,roselia,Sanctuary,310.64,,24.2,,181.81818181818275,944,0.33,False
617,roselia,Sunlit Musical,231.78,,17.76,,187.49999999999568,716,0.32,False
618,roselia,Talk to My Tone,245.49,,19.54,,103.44827586206927,426,0.58,False
619,roselia,一逢のFull Glory,231.97,,17.89,,200.00000000000043,751,0.3,False
620,roselia,礎の花冠,246.76,,19.3,,176.47058823529235,717,0.34,False
621,roselia,FRONTIER FANTASIA,262.05,,20.15,,176.4705882352942,739,0.34,False
622,roselia,Dear Gleam,253.24,,19.83,,193.548387096775,827,0.31,False
623,roselia,Call the shots,265.06,,20.61,,187.500000000004,834,0.32,False
624,roselia,THRONE OF ROSE,312.06,,24.77,,162.16216216216017,836,0.37,False
625,roselia,VIOLET LINE,290.43,,22.03,,199.9999999999924,807,0.3,False
626,roselia,Ringing Bloom,334.57,,25.43,,193.54838709677279,1086,0.31,False
627,roselia,ZEAL of proud,278.79,,21.44,,193.54838709677279,906,0.31,False
628,roselia,Singing “OURS”,315.91,,23.74,,124.99999999999989,659,0.48,False
629,roselia,競宴Red×Violet,262.99,,19.23,,146.34146341463537,648,0.41,False
630,roselia,overtuRe,243.85,,17.88,,193.54838709677279,786,0.31,False
631,roselia,Proud of oneself,235.59,,18.64,,193.54838709677279,753,0.31,False
632,roselia,Sing Alive,315.14,,23.01,,193.54838709677279,970,0.31,False
633,roselia,Swear ～Night & Day～,304.01,,23.5,,113.20754716981108,577,0.53,False
634,roselia,Reweave (Cover),238.13,,18.31,,181.81818181818275,727,0.33,False
635,roselia,ヒバナ -Reloaded- (Cover),205.26,,15.99,,200.0000000000019,685,0.3,False
636,roselia,ファタール (Cover),220.63,,16.9,,157.89473684209534,576,0.38,False
637,roselia,HONEY (Cover),227.41,,17.0,,181.81818181818275,692,0.33,False
638,roselia,悪魔の子 (Cover),226.32,,17.16,,176.47058823529235,503,0.34,True
639,roselia,slash (Cover),240.55,,18.46,,107.1428571428574,432,0.56,False
640,roselia,右肩の蝶 (Cover),276.02,,21.95,,139.53488372093028,643,0.43,False
641,roselia,乙女解剖 (Cover),223.62,,17.41,,133.3333333333346,499,0.45,False
642,roselia,六兆年と一夜物語 (Cover),216.14,,16.69,,187.49999999999983,669,0.32,False
643,roselia,残酷な天使のテーゼ (Cover),261.32,,19.76,,139.534883720928,598,0.43,False
644,roselia,海色 (Cover),256.62,,19.63,,193.54838709677279,834,0.31,False
645,roselia,ETERNAL BLAZE (Cover),308.72,,23.21,,153.84615384615924,781,0.39,False
646,roselia,魂のルフラン (Cover),269.22,,20.71,,130.43478260869338,583,0.46,False
647,roselia,This game (Cover),283.2,,21.37,,146.34146341463537,694,0.41,False
648,roselia,スカイクラッドの観測者 (Cover),273.35,,21.79,,166.66666666666694,757,0.36,False
649,roselia,シャルル (Cover),232.17,,18.18,,146.34146341463028,560,0.41,False
650,roselia,新時代 (Cover),226.34,,16.97,,176.47058823529235,633,0.34,False
651,roselia,革命デュアリズム (Cover),237.15,,18.61,,206.89655172413347,809,0.29,False
652,roselia,Red fraction (Cover),200.54,,15.64,,142.85714285714226,474,0.42,False
653,roselia,深愛 (Cover),272.76,,21.15,,139.534883720928,626,0.43,False
654,roselia,Paradisus‐Paradoxum (Cover),232.39,,17.56,,200.0000000000019,778,0.3,False
655,roselia,Realize (Cover),245.84,,18.53,,206.89655172412333,651,0.29,True
656,roselia,Preserved Roses (Cover),210.63,,16.37,,166.66666666666694,588,0.36,False
657,roselia,My Dearest (Cover),336.95,,23.76,,166.6666666666735,945,0.36,False
658,roselia,Shangri-La (Cover),238.53,,17.3,,153.84615384615924,608,0.39,False
659,roselia,KING (Cover),134.45,,10.94,,166.66666666666694,374,0.36,False
660,mygo,素寄曲,238.18,,16.57,,117.64705882352823,463,0.51,False
661,mygo,羅永線,233.33,,16.05,,187.500000000004,739,0.32,False
662,mygo,騒混出,227.12,,14.99,,181.81818181817493,682,0.33,False
